model,cümle_1,cümle_2,benzerlik_skoru
lemmatized_model_7.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.96327746
lemmatized_model_7.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,0.89265174
lemmatized_model_7.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.8835691
lemmatized_model_7.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Görevli memura karşı koyan kişi cezalandırılır.,0.9629296
lemmatized_model_7.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,0.9625722
lemmatized_model_7.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Kamu görevlisine görevinden dolayı direnme suçtur.,0.9459301
lemmatized_model_7.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Bürokrasiye karşı direnen vatandaş cezalandırılır.,0.9625722
lemmatized_model_7.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Görevli memura karşı koyan kişi cezalandırılır.,0.95747185
lemmatized_model_7.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Kamu görevlisine görevinden dolayı direnme suçtur.,0.9502139
lemmatized_model_7.model,Memura rüşvet veren kişi yargılanır.,Rüşvet alan ve veren kişi cezalandırılır.,0.96300066
lemmatized_model_7.model,Memura rüşvet veren kişi yargılanır.,Görevli memura itaatsizlik eden kişi cezalandırılır.,0.93752134
lemmatized_model_7.model,Memura rüşvet veren kişi yargılanır.,Görevi kötüye kullanan memura ceza verilir.,0.919805
lemmatized_model_7.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,0.96327746
lemmatized_model_7.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Hırsızlık yapan kişi hapis cezası alır.,0.91998434
lemmatized_model_7.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,0.91139823
lemmatized_model_7.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,0.99386245
lemmatized_model_7.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.98479724
lemmatized_model_7.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Kasten yaralama suçunu işleyen kişi iki yıldan beş yıla kadar hapis cezası ile cezalandırılır.,0.97929096
lemmatized_model_7.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.90206903
lemmatized_model_7.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Haksız yere gözaltı yapan kişi cezalandırılır.,0.89167243
lemmatized_model_7.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Haksız yere tutuklama yapan kişi cezalandırılır.,0.8905545
lemmatized_model_7.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Hırsızlık yapan kişi hapis cezası alır.,0.9262204
lemmatized_model_7.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Müstehcen yayın yapan kişiye ceza verilir.,0.91520435
lemmatized_model_7.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9071508
lemmatized_model_7.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,0.9333125
lemmatized_model_7.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,0.93328756
lemmatized_model_7.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,0.90868294
lemmatized_model_7.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9450518
lemmatized_model_7.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,0.94074315
lemmatized_model_7.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9385619
lemmatized_model_7.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,0.9579367
lemmatized_model_7.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.95105916
lemmatized_model_7.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.94213474
lemmatized_model_7.model,Görevi kötüye kullanan memura ceza verilir.,Görevi ihmal eden kamu görevlisi ceza alır.,0.950999
lemmatized_model_7.model,Görevi kötüye kullanan memura ceza verilir.,Görevi sırasında rüşvet alan zabıta cezalandırılır.,0.9505171
lemmatized_model_7.model,Görevi kötüye kullanan memura ceza verilir.,Görevle ilgili sırrı açıklayan memur cezalandırılır.,0.9438846
lemmatized_model_7.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Yetkisini kötüye kullanan kamu görevlisi cezalandırılır.,0.9975125
lemmatized_model_7.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Görevi kötüye kullanan zabıta cezalandırılır.,0.989249
lemmatized_model_7.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Kamu görevlisine görevinden dolayı direnme suçtur.,0.96545887
lemmatized_model_7.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.9708243
lemmatized_model_7.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,0.92986786
lemmatized_model_7.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9160186
lemmatized_model_7.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,0.9556309
lemmatized_model_7.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,0.92590785
lemmatized_model_7.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,0.86962354
lemmatized_model_7.model,Suç delillerini gizleyen kişi cezalandırılır.,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",0.9570282
lemmatized_model_7.model,Suç delillerini gizleyen kişi cezalandırılır.,Cinayete azmettiren cezalandırılır.,0.95435417
lemmatized_model_7.model,Suç delillerini gizleyen kişi cezalandırılır.,Suç işlemek amacıyla teşekkül kuran kişi cezalandırılır.,0.9342933
lemmatized_model_7.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",Suç delillerini gizleyen kişi cezalandırılır.,0.9570282
lemmatized_model_7.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.","Azmettiren, asli fail gibi cezalandırılır.",0.904503
lemmatized_model_7.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.","Suç örgütü kuran, yöneten veya üye olan kişi cezalandırılır.",0.9042502
lemmatized_model_7.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,"Zilyetliğinde bulunmayan malı, sahibinin rızası dışında almak suretiyle hırsızlık suçunu işleyen kişi cezalandırılır.",0.94424945
lemmatized_model_7.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,Hırsızlık suçu için ceza uygulanır.,0.9165456
lemmatized_model_7.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,Nitelikli hırsızlık kapsamında ceza uygulanır.,0.9134083
lemmatized_model_7.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.95896786
lemmatized_model_7.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Hırsızlık suçu için ceza uygulanır.,0.9568873
lemmatized_model_7.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,0.92398953
lemmatized_model_7.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9802975
lemmatized_model_7.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,0.9741723
lemmatized_model_7.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.9603897
lemmatized_model_7.model,Bir kişiye hakaret eden fail cezalandırılır.,Kasten yangın çıkaran kişi cezalandırılır.,0.946408
lemmatized_model_7.model,Bir kişiye hakaret eden fail cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.9430204
lemmatized_model_7.model,Bir kişiye hakaret eden fail cezalandırılır.,Bir kimseyi kasten öldüren kişi ağır hapis cezası ile cezalandırılır.,0.9299987
lemmatized_model_7.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,0.9700811
lemmatized_model_7.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,0.9617084
lemmatized_model_7.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Gasp eden kişi ağır cezalandırılır.,0.9331599
lemmatized_model_7.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,0.9617084
lemmatized_model_7.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.91884506
lemmatized_model_7.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,0.9051461
lemmatized_model_7.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.981212
lemmatized_model_7.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.9795382
lemmatized_model_7.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.94897825
lemmatized_model_7.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Neticesi sebebiyle ağırlaşmış yaralama suçu tanımlanır.,0.9535423
lemmatized_model_7.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.9490148
lemmatized_model_7.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Yaralamanın ölüme neden olması durumunda ceza artırılır.,0.9447834
lemmatized_model_7.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9802975
lemmatized_model_7.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.96997523
lemmatized_model_7.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.96780586
lemmatized_model_7.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.97539026
lemmatized_model_7.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.95513004
lemmatized_model_7.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.9268256
lemmatized_model_7.model,Cinsel saldırı fiili cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9519091
lemmatized_model_7.model,Cinsel saldırı fiili cezalandırılır.,Çocuğu cinsel amaçlı kullanan cezalandırılır.,0.9426343
lemmatized_model_7.model,Cinsel saldırı fiili cezalandırılır.,Suç işlemek amacıyla teşekkül kuran kişi cezalandırılır.,0.9405216
lemmatized_model_7.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.9498097
lemmatized_model_7.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.9320503
lemmatized_model_7.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,0.92288667
lemmatized_model_7.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9528774
lemmatized_model_7.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.9311936
lemmatized_model_7.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.92851967
lemmatized_model_7.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Çocuğun cinsel istismarı suç olarak tanımlanır.,0.9948254
lemmatized_model_7.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.940158
lemmatized_model_7.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.93933755
lemmatized_model_7.model,Gasp eden kişi ağır cezalandırılır.,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,0.97539026
lemmatized_model_7.model,Gasp eden kişi ağır cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.96997523
lemmatized_model_7.model,Gasp eden kişi ağır cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.94019926
lemmatized_model_7.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,0.981212
lemmatized_model_7.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.96941024
lemmatized_model_7.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.95827097
lemmatized_model_7.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.94899523
lemmatized_model_7.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.94078994
lemmatized_model_7.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.9389936
lemmatized_model_7.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.97219586
lemmatized_model_7.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.9569868
lemmatized_model_7.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.9445821
lemmatized_model_7.model,Görevi ihmal eden kamu görevlisi ceza alır.,Rüşveti kabul eden kamu görevlisi cezalandırılır.,0.9679656
lemmatized_model_7.model,Görevi ihmal eden kamu görevlisi ceza alır.,Kamu alacağını tahsil etmeyen görevli cezalandırılır.,0.96308964
lemmatized_model_7.model,Görevi ihmal eden kamu görevlisi ceza alır.,Görevi kötüye kullanan memura ceza verilir.,0.950999
lemmatized_model_7.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanma suçu kapsamındadır.,0.940632
lemmatized_model_7.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanan zabıta cezalandırılır.,0.93629295
lemmatized_model_7.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Yetkisini kötüye kullanan kamu görevlisi cezalandırılır.,0.9254153
lemmatized_model_7.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,0.9426317
lemmatized_model_7.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9409465
lemmatized_model_7.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Müstehcen yayın yapan kişiye ceza verilir.,0.880233
lemmatized_model_7.model,Müstehcen yayın yapan kişiye ceza verilir.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9372372
lemmatized_model_7.model,Müstehcen yayın yapan kişiye ceza verilir.,Mahkemeye baskı yapan kişi cezalandırılır.,0.92780626
lemmatized_model_7.model,Müstehcen yayın yapan kişiye ceza verilir.,Kaçakçılık yapan şahıs cezalandırılır.,0.91599506
lemmatized_model_7.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,0.9556309
