model,cümle_1,cümle_2,benzerlik_skoru
lemmatized_model_4.model,Başkasına ait eşyayı gizlice alan kişi hırsızlık suçu işlemiş olur.,"Zilyetliğinde bulunmayan malı, sahibinin rızası dışında almak suretiyle hırsızlık suçunu işleyen kişi cezalandırılır.",0.999627
lemmatized_model_4.model,Başkasına ait eşyayı gizlice alan kişi hırsızlık suçu işlemiş olur.,Hırsızlık için yapılan kazı veya delme faaliyeti cezalandırılır.,0.9992441
lemmatized_model_4.model,Başkasına ait eşyayı gizlice alan kişi hırsızlık suçu işlemiş olur.,Suç delillerini gizleyen kişi cezalandırılır.,0.99914503
lemmatized_model_4.model,"Zilyetliğinde bulunmayan malı, sahibinin rızası dışında almak suretiyle hırsızlık suçunu işleyen kişi cezalandırılır.",Başkasına ait eşyayı gizlice alan kişi hırsızlık suçu işlemiş olur.,0.999627
lemmatized_model_4.model,"Zilyetliğinde bulunmayan malı, sahibinin rızası dışında almak suretiyle hırsızlık suçunu işleyen kişi cezalandırılır.",Hırsızlık için yapılan kazı veya delme faaliyeti cezalandırılır.,0.9995801
lemmatized_model_4.model,"Zilyetliğinde bulunmayan malı, sahibinin rızası dışında almak suretiyle hırsızlık suçunu işleyen kişi cezalandırılır.","Azmettiren, asli fail gibi cezalandırılır.",0.99954164
lemmatized_model_4.model,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,0.9998824
lemmatized_model_4.model,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,Kasten yaralama suçunu işleyen kişi iki yıldan beş yıla kadar hapis cezası ile cezalandırılır.,0.999588
lemmatized_model_4.model,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,Bir kimseyi kasten yaralayan kişi beş yıla kadar hapis cezasına çarptırılır.,0.9993079
lemmatized_model_4.model,Hileli davranışlarla bir kimseyi aldatarak kendisine veya başkasına yarar sağlayan kişi dolandırıcılık suçunu işlemiş olur.,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,0.999424
lemmatized_model_4.model,Hileli davranışlarla bir kimseyi aldatarak kendisine veya başkasına yarar sağlayan kişi dolandırıcılık suçunu işlemiş olur.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.99937475
lemmatized_model_4.model,Hileli davranışlarla bir kimseyi aldatarak kendisine veya başkasına yarar sağlayan kişi dolandırıcılık suçunu işlemiş olur.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9993305
lemmatized_model_4.model,Çocuğunu terk eden ana veya baba iki aya kadar hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.99941957
lemmatized_model_4.model,Çocuğunu terk eden ana veya baba iki aya kadar hapis cezası ile cezalandırılır.,Bir kişiye sürekli işkence yapan kişi on yıla kadar hapis cezası ile cezalandırılır.,0.9994151
lemmatized_model_4.model,Çocuğunu terk eden ana veya baba iki aya kadar hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.9992658
lemmatized_model_4.model,Aile hukukundan doğan yükümlülükleri ihlal eden kişi cezalandırılır.,Cezaevi disiplin kurallarını ihlal eden kişi cezalandırılır.,0.9997624
lemmatized_model_4.model,Aile hukukundan doğan yükümlülükleri ihlal eden kişi cezalandırılır.,Aile bireyine kötü muamele eden kişi cezalandırılır.,0.99964446
lemmatized_model_4.model,Aile hukukundan doğan yükümlülükleri ihlal eden kişi cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.99947476
lemmatized_model_4.model,Bir kişiye sürekli işkence yapan kişi on yıla kadar hapis cezası ile cezalandırılır.,Bir kimseyi kasten öldüren kişi ağır hapis cezası ile cezalandırılır.,0.9995394
lemmatized_model_4.model,Bir kişiye sürekli işkence yapan kişi on yıla kadar hapis cezası ile cezalandırılır.,Çocuğunu terk eden ana veya baba iki aya kadar hapis cezası ile cezalandırılır.,0.9994151
lemmatized_model_4.model,Bir kişiye sürekli işkence yapan kişi on yıla kadar hapis cezası ile cezalandırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.999118
lemmatized_model_4.model,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,Bir kişiye hakaret eden fail cezalandırılır.,0.99979615
lemmatized_model_4.model,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,Kasten yangın çıkaran kişi cezalandırılır.,0.9996031
lemmatized_model_4.model,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,Hileli davranışlarla bir kimseyi aldatarak kendisine veya başkasına yarar sağlayan kişi dolandırıcılık suçunu işlemiş olur.,0.99937475
lemmatized_model_4.model,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,Bir kimseyi kasten yaralayan kişi beş yıla kadar hapis cezasına çarptırılır.,0.9990548
lemmatized_model_4.model,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,Kasten yaralama suçunu işleyen kişi iki yıldan beş yıla kadar hapis cezası ile cezalandırılır.,0.99897784
lemmatized_model_4.model,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,0.9988753
lemmatized_model_4.model,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,0.9996065
lemmatized_model_4.model,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,Hukuka aykırı olarak bir kişiyi hürriyetinden yoksun bırakan kişi cezalandırılır.,0.9991647
lemmatized_model_4.model,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.99839944
lemmatized_model_4.model,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,0.99925137
lemmatized_model_4.model,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,Kasten yangın çıkaran kişi cezalandırılır.,0.9992287
lemmatized_model_4.model,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,0.99913925
lemmatized_model_4.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.99980444
lemmatized_model_4.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.9994766
lemmatized_model_4.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Müstehcen yayın yapan kişiye ceza verilir.,0.99941474
lemmatized_model_4.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,0.99981326
lemmatized_model_4.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Görevli memura karşı koyan kişi cezalandırılır.,0.9996882
lemmatized_model_4.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Görevle ilgili sırrı açıklayan memur cezalandırılır.,0.9995369
lemmatized_model_4.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Bürokrasiye karşı direnen vatandaş cezalandırılır.,0.99981326
lemmatized_model_4.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Görevli memura karşı koyan kişi cezalandırılır.,0.99966073
lemmatized_model_4.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Kamu hizmetini engelleyen fiil suç sayılır.,0.9995811
lemmatized_model_4.model,Memura rüşvet veren kişi yargılanır.,Rüşvet alan ve veren kişi cezalandırılır.,0.99986655
lemmatized_model_4.model,Memura rüşvet veren kişi yargılanır.,Görevli memura itaatsizlik eden kişi cezalandırılır.,0.9996371
lemmatized_model_4.model,Memura rüşvet veren kişi yargılanır.,Toplu taşıma aracına zarar veren kişi cezalandırılır.,0.99957347
lemmatized_model_4.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,0.99980444
lemmatized_model_4.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.99971193
lemmatized_model_4.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Hırsızlık yapan kişi hapis cezası alır.,0.99951625
lemmatized_model_4.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.9998824
lemmatized_model_4.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Kasten yaralama suçunu işleyen kişi iki yıldan beş yıla kadar hapis cezası ile cezalandırılır.,0.9996265
lemmatized_model_4.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Bir kimseyi kasten yaralayan kişi beş yıla kadar hapis cezasına çarptırılır.,0.99925053
lemmatized_model_4.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Hileli davranışlarla bir kimseyi aldatarak kendisine veya başkasına yarar sağlayan kişi dolandırıcılık suçunu işlemiş olur.,0.999424
lemmatized_model_4.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.9992922
lemmatized_model_4.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Haksız yere tutuklama yapan kişi cezalandırılır.,0.9991248
lemmatized_model_4.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.99971193
lemmatized_model_4.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Hırsızlık yapan kişi hapis cezası alır.,0.99961096
lemmatized_model_4.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,0.9994766
lemmatized_model_4.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,0.9995643
lemmatized_model_4.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,0.9991137
lemmatized_model_4.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,0.999051
lemmatized_model_4.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9996474
lemmatized_model_4.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.99952805
lemmatized_model_4.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.99948275
lemmatized_model_4.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,0.99976
lemmatized_model_4.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.99968445
lemmatized_model_4.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Hırsızlık suçu için ceza uygulanır.,0.99952054
lemmatized_model_4.model,Görevi kötüye kullanan memura ceza verilir.,Görevi ihmal eden kamu görevlisi ceza alır.,0.99963444
lemmatized_model_4.model,Görevi kötüye kullanan memura ceza verilir.,Görevli memura karşı koyan kişi cezalandırılır.,0.9995073
lemmatized_model_4.model,Görevi kötüye kullanan memura ceza verilir.,Görevle ilgili sırrı açıklayan memur cezalandırılır.,0.9994866
lemmatized_model_4.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Yetkisini kötüye kullanan kamu görevlisi cezalandırılır.,0.9998773
lemmatized_model_4.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Görevi kötüye kullanan zabıta cezalandırılır.,0.9996897
lemmatized_model_4.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Kamu görevlisine görevinden dolayı direnme suçtur.,0.99940753
lemmatized_model_4.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.99961257
lemmatized_model_4.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,0.9992028
lemmatized_model_4.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,0.999051
lemmatized_model_4.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,0.99966735
lemmatized_model_4.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,0.99934053
lemmatized_model_4.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9992624
lemmatized_model_4.model,Suç delillerini gizleyen kişi cezalandırılır.,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",0.99982345
lemmatized_model_4.model,Suç delillerini gizleyen kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.99971116
lemmatized_model_4.model,Suç delillerini gizleyen kişi cezalandırılır.,"Azmettiren, asli fail gibi cezalandırılır.",0.99966764
lemmatized_model_4.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",Suç delillerini gizleyen kişi cezalandırılır.,0.99982345
lemmatized_model_4.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",Hırsızlık için yapılan kazı veya delme faaliyeti cezalandırılır.,0.9995725
lemmatized_model_4.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.","Azmettiren, asli fail gibi cezalandırılır.",0.9995707
lemmatized_model_4.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,0.9994153
lemmatized_model_4.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,"Zilyetliğinde bulunmayan malı, sahibinin rızası dışında almak suretiyle hırsızlık suçunu işleyen kişi cezalandırılır.",0.9993577
lemmatized_model_4.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,Nitelikli hırsızlık kapsamında ceza uygulanır.,0.99934655
lemmatized_model_4.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.999616
lemmatized_model_4.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,0.99950373
lemmatized_model_4.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Hırsızlık suçu için ceza uygulanır.,0.99948287
lemmatized_model_4.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9997381
lemmatized_model_4.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,0.99952805
lemmatized_model_4.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,Çocuğunu terk eden ana veya baba iki aya kadar hapis cezası ile cezalandırılır.,0.99941957
lemmatized_model_4.model,Bir kişiye hakaret eden fail cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.99979615
lemmatized_model_4.model,Bir kişiye hakaret eden fail cezalandırılır.,Kasten yangın çıkaran kişi cezalandırılır.,0.99972576
lemmatized_model_4.model,Bir kişiye hakaret eden fail cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.9994461
lemmatized_model_4.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,0.9994174
lemmatized_model_4.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.99890065
lemmatized_model_4.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Hırsızlık yapan kişi hapis cezası alır.,0.99885374
lemmatized_model_4.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,0.998808
lemmatized_model_4.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.9981108
lemmatized_model_4.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,0.99802953
lemmatized_model_4.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.9990012
lemmatized_model_4.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Bir kimseyi kasten öldüren kişi ağır hapis cezası ile cezalandırılır.,0.99845946
lemmatized_model_4.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Kasten yaralama suçunu işleyen kişi iki yıldan beş yıla kadar hapis cezası ile cezalandırılır.,0.9984155
lemmatized_model_4.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.999507
lemmatized_model_4.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,0.99941665
lemmatized_model_4.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.9993868
lemmatized_model_4.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9997381
lemmatized_model_4.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,0.9996474
lemmatized_model_4.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.99956256
lemmatized_model_4.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.99976414
lemmatized_model_4.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.9997198
lemmatized_model_4.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9996665
lemmatized_model_4.model,Cinsel saldırı fiili cezalandırılır.,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,0.9996795
lemmatized_model_4.model,Cinsel saldırı fiili cezalandırılır.,Çocuğu cinsel amaçlı kullanan cezalandırılır.,0.9994936
lemmatized_model_4.model,Cinsel saldırı fiili cezalandırılır.,"Suç örgütü kuran, yöneten veya üye olan kişi cezalandırılır.",0.99948204
lemmatized_model_4.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.99949306
lemmatized_model_4.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.9994588
lemmatized_model_4.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.9992265
lemmatized_model_4.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.9996795
lemmatized_model_4.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9996131
lemmatized_model_4.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Çocuğu cinsel amaçlı kullanan cezalandırılır.,0.99939156
lemmatized_model_4.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Çocuğun cinsel istismarı suç olarak tanımlanır.,0.99994934
lemmatized_model_4.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.9994261
lemmatized_model_4.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9994003
lemmatized_model_4.model,Gasp eden kişi ağır cezalandırılır.,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,0.99976414
lemmatized_model_4.model,Gasp eden kişi ağır cezalandırılır.,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,0.9995561
lemmatized_model_4.model,Gasp eden kişi ağır cezalandırılır.,Halkı silahlı isyana tahrik eden kişi ağır cezalandırılır.,0.99955285
lemmatized_model_4.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.99966043
lemmatized_model_4.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.99956256
lemmatized_model_4.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Cinsel saldırı suçu işleyen fail hapis cezası alır.,0.99949306
lemmatized_model_4.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Cezaevi disiplin kurallarını ihlal eden kişi cezalandırılır.,0.9996679
lemmatized_model_4.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.99963474
lemmatized_model_4.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.9996045
lemmatized_model_4.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.999681
lemmatized_model_4.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.9994528
lemmatized_model_4.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.99942666
lemmatized_model_4.model,Görevi ihmal eden kamu görevlisi ceza alır.,Görevi kötüye kullanan memura ceza verilir.,0.99963444
lemmatized_model_4.model,Görevi ihmal eden kamu görevlisi ceza alır.,Görevli memura karşı koyan kişi cezalandırılır.,0.99945873
lemmatized_model_4.model,Görevi ihmal eden kamu görevlisi ceza alır.,Kamu alacağını tahsil etmeyen görevli cezalandırılır.,0.9994403
lemmatized_model_4.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanan zabıta cezalandırılır.,0.99937
lemmatized_model_4.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Kamu görevlisinin kamu zararına yol açacak şekilde davranması cezalandırılır.,0.999316
lemmatized_model_4.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanma suçu kapsamındadır.,0.9993096
lemmatized_model_4.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9997587
lemmatized_model_4.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.99943185
lemmatized_model_4.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,0.99934053
lemmatized_model_4.model,Müstehcen yayın yapan kişiye ceza verilir.,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,0.9995117
lemmatized_model_4.model,Müstehcen yayın yapan kişiye ceza verilir.,Gasp eden kişi ağır cezalandırılır.,0.9994312
lemmatized_model_4.model,Müstehcen yayın yapan kişiye ceza verilir.,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,0.99941474
