model,cümle_1,cümle_2,benzerlik_skoru
lemmatized_model_8.model,Çocuğunu terk eden ana veya baba iki aya kadar hapis cezası ile cezalandırılır.,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,0.9732608
lemmatized_model_8.model,Çocuğunu terk eden ana veya baba iki aya kadar hapis cezası ile cezalandırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.9683923
lemmatized_model_8.model,Aile hukukundan doğan yükümlülükleri ihlal eden kişi cezalandırılır.,Aile bireyine kötü muamele eden kişi cezalandırılır.,0.9476187
lemmatized_model_8.model,Aile hukukundan doğan yükümlülükleri ihlal eden kişi cezalandırılır.,Cezaevi disiplin kurallarını ihlal eden kişi cezalandırılır.,0.9443088
lemmatized_model_8.model,Aile hukukundan doğan yükümlülükleri ihlal eden kişi cezalandırılır.,Özel hayatın gizliliğini ihlal eden kişi cezalandırılır.,0.9135025
lemmatized_model_8.model,Bir kişiye sürekli işkence yapan kişi on yıla kadar hapis cezası ile cezalandırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.98771757
lemmatized_model_8.model,Bir kişiye sürekli işkence yapan kişi on yıla kadar hapis cezası ile cezalandırılır.,Bir kimseyi kasten yaralayan kişi beş yıla kadar hapis cezasına çarptırılır.,0.9838442
lemmatized_model_8.model,Bir kişiye sürekli işkence yapan kişi on yıla kadar hapis cezası ile cezalandırılır.,Bir kimseyi kasten öldüren kişi ağır hapis cezası ile cezalandırılır.,0.9776652
lemmatized_model_8.model,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,Bir kişiye hakaret eden fail cezalandırılır.,0.9585938
lemmatized_model_8.model,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,Kasten yangın çıkaran kişi cezalandırılır.,0.9373142
lemmatized_model_8.model,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,0.9213881
lemmatized_model_8.model,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,0.9946804
lemmatized_model_8.model,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.98967886
lemmatized_model_8.model,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,Kasten yaralama suçunu işleyen kişi iki yıldan beş yıla kadar hapis cezası ile cezalandırılır.,0.9851223
lemmatized_model_8.model,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,0.9741483
lemmatized_model_8.model,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,Hukuka aykırı olarak bir kişiyi hürriyetinden yoksun bırakan kişi cezalandırılır.,0.9603553
lemmatized_model_8.model,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.91308296
lemmatized_model_8.model,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,0.95135427
lemmatized_model_8.model,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.88094956
lemmatized_model_8.model,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,0.8802481
lemmatized_model_8.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.97462595
lemmatized_model_8.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.91334414
lemmatized_model_8.model,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,0.9095919
lemmatized_model_8.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,0.97713023
lemmatized_model_8.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Görevli memura karşı koyan kişi cezalandırılır.,0.97257227
lemmatized_model_8.model,Bürokrasiye karşı direnen vatandaş cezalandırılır.,Kamu görevlisine görevinden dolayı direnme suçtur.,0.9556042
lemmatized_model_8.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Bürokrasiye karşı direnen vatandaş cezalandırılır.,0.97713023
lemmatized_model_8.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Görevli memura karşı koyan kişi cezalandırılır.,0.9725363
lemmatized_model_8.model,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,Görev sırasında yetkisini aşan asker cezalandırılır.,0.9585426
lemmatized_model_8.model,Memura rüşvet veren kişi yargılanır.,Rüşvet alan ve veren kişi cezalandırılır.,0.97775483
lemmatized_model_8.model,Memura rüşvet veren kişi yargılanır.,Görevli memura itaatsizlik eden kişi cezalandırılır.,0.9578419
lemmatized_model_8.model,Memura rüşvet veren kişi yargılanır.,Rüşveti kabul eden kamu görevlisi cezalandırılır.,0.9365935
lemmatized_model_8.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Aleniyet arz eden edepsiz hareketlerde bulunan kişiye hapis veya para cezası verilir.,0.97462595
lemmatized_model_8.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Hırsızlık yapan kişi hapis cezası alır.,0.94085795
lemmatized_model_8.model,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.9320093
lemmatized_model_8.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Adam kaçıran kişi iki yıldan altı yıla kadar hapis cezasına çarptırılır.,0.9946804
lemmatized_model_8.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.9900326
lemmatized_model_8.model,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,Kasten yaralama suçunu işleyen kişi iki yıldan beş yıla kadar hapis cezası ile cezalandırılır.,0.981553
lemmatized_model_8.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.9213881
lemmatized_model_8.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Hileli davranışlarla bir kimseyi aldatarak kendisine veya başkasına yarar sağlayan kişi dolandırıcılık suçunu işlemiş olur.,0.9199992
lemmatized_model_8.model,Haksız yere bir kimseyi suçlamak amacıyla iftira atan kişi cezalandırılır.,Kadınların aldatılarak fuhşa zorlanması cezalandırılır.,0.91100866
lemmatized_model_8.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Hırsızlık yapan kişi hapis cezası alır.,0.9555321
lemmatized_model_8.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Müstehcen yayın yapan kişiye ceza verilir.,0.9463701
lemmatized_model_8.model,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.9320093
lemmatized_model_8.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,0.94750464
lemmatized_model_8.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,0.9462733
lemmatized_model_8.model,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,0.92164075
lemmatized_model_8.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.96168435
lemmatized_model_8.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.96012574
lemmatized_model_8.model,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,0.9553891
lemmatized_model_8.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.9743663
lemmatized_model_8.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,0.97276545
lemmatized_model_8.model,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.9620632
lemmatized_model_8.model,Görevi kötüye kullanan memura ceza verilir.,Görevi ihmal eden kamu görevlisi ceza alır.,0.964435
lemmatized_model_8.model,Görevi kötüye kullanan memura ceza verilir.,Görevi sırasında rüşvet alan zabıta cezalandırılır.,0.9633406
lemmatized_model_8.model,Görevi kötüye kullanan memura ceza verilir.,Görevle ilgili sırrı açıklayan memur cezalandırılır.,0.96153677
lemmatized_model_8.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Yetkisini kötüye kullanan kamu görevlisi cezalandırılır.,0.9977697
lemmatized_model_8.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Görevi kötüye kullanan zabıta cezalandırılır.,0.99179935
lemmatized_model_8.model,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,Kamu görevlisine görevinden dolayı direnme suçtur.,0.97110057
lemmatized_model_8.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.97847736
lemmatized_model_8.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,0.9345501
lemmatized_model_8.model,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,Mahkeme kararına uymayan kişi cezalandırılır.,0.9243002
lemmatized_model_8.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,0.9574967
lemmatized_model_8.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,0.92778105
lemmatized_model_8.model,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,0.88269085
lemmatized_model_8.model,Suç delillerini gizleyen kişi cezalandırılır.,Cinayete azmettiren cezalandırılır.,0.96903205
lemmatized_model_8.model,Suç delillerini gizleyen kişi cezalandırılır.,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",0.96008587
lemmatized_model_8.model,Suç delillerini gizleyen kişi cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.9496277
lemmatized_model_8.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",Suç delillerini gizleyen kişi cezalandırılır.,0.96008587
lemmatized_model_8.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,0.9243688
lemmatized_model_8.model,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",Hırsızlık için yapılan kazı veya delme faaliyeti cezalandırılır.,0.9222918
lemmatized_model_8.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,"Zilyetliğinde bulunmayan malı, sahibinin rızası dışında almak suretiyle hırsızlık suçunu işleyen kişi cezalandırılır.",0.9458626
lemmatized_model_8.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,Nitelikli hırsızlık kapsamında ceza uygulanır.,0.9286883
lemmatized_model_8.model,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,Hırsızlık suçu için ceza uygulanır.,0.92818785
lemmatized_model_8.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.96091044
lemmatized_model_8.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Hırsızlık suçu için ceza uygulanır.,0.95849055
lemmatized_model_8.model,Nitelikli hırsızlık kapsamında ceza uygulanır.,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,0.95061874
lemmatized_model_8.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9838037
lemmatized_model_8.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,İftira eden kişi altı aydan iki yıla kadar hapis cezası ile cezalandırılır.,0.9795211
lemmatized_model_8.model,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,Dolandırıcılık yapan kişi iki seneye kadar hapis cezasına çarptırılır.,0.96579623
lemmatized_model_8.model,Bir kişiye hakaret eden fail cezalandırılır.,Kasten yangın çıkaran kişi cezalandırılır.,0.9633046
lemmatized_model_8.model,Bir kişiye hakaret eden fail cezalandırılır.,Bir kimseye insan onuruyla bağdaşmayacak biçimde işkence eden kişi cezalandırılır.,0.9585938
lemmatized_model_8.model,Bir kişiye hakaret eden fail cezalandırılır.,Bir kimseyi kasten öldüren kişi ağır hapis cezası ile cezalandırılır.,0.93808454
lemmatized_model_8.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,0.9731507
lemmatized_model_8.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,0.9644879
lemmatized_model_8.model,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,Gasp eden kişi ağır cezalandırılır.,0.94650894
lemmatized_model_8.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,0.9644879
lemmatized_model_8.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.921575
lemmatized_model_8.model,Suça teşebbüs hükümlerine göre adam öldürmeye teşebbüs eden cezalandırılır.,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,0.90961
lemmatized_model_8.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.987661
lemmatized_model_8.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.984159
lemmatized_model_8.model,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.9592507
lemmatized_model_8.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.9667413
lemmatized_model_8.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Neticesi sebebiyle ağırlaşmış yaralama suçu tanımlanır.,0.9603306
lemmatized_model_8.model,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,Yaralamanın ölüme neden olması durumunda ceza artırılır.,0.94516057
lemmatized_model_8.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9838037
lemmatized_model_8.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.9748317
lemmatized_model_8.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.97229725
lemmatized_model_8.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.9811025
lemmatized_model_8.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9556372
lemmatized_model_8.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.95385396
lemmatized_model_8.model,Cinsel saldırı fiili cezalandırılır.,Çocuğu cinsel amaçlı kullanan cezalandırılır.,0.9586767
lemmatized_model_8.model,Cinsel saldırı fiili cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.95758617
lemmatized_model_8.model,Cinsel saldırı fiili cezalandırılır.,Suç işlemek amacıyla teşekkül kuran kişi cezalandırılır.,0.95209795
lemmatized_model_8.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.9575133
lemmatized_model_8.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.94547987
lemmatized_model_8.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.9373293
lemmatized_model_8.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9606661
lemmatized_model_8.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.9441027
lemmatized_model_8.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.94178367
lemmatized_model_8.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Çocuğun cinsel istismarı suç olarak tanımlanır.,0.99536496
lemmatized_model_8.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9530927
lemmatized_model_8.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Cinsel saldırı fiili cezalandırılır.,0.95022005
lemmatized_model_8.model,Gasp eden kişi ağır cezalandırılır.,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,0.9811025
lemmatized_model_8.model,Gasp eden kişi ağır cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9748317
lemmatized_model_8.model,Gasp eden kişi ağır cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9467368
lemmatized_model_8.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,0.987661
lemmatized_model_8.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.9754572
lemmatized_model_8.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.9670786
lemmatized_model_8.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.96610796
lemmatized_model_8.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.95207715
lemmatized_model_8.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Cezaevi disiplin kurallarını ihlal eden kişi cezalandırılır.,0.9514586
lemmatized_model_8.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.9728747
lemmatized_model_8.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.9602529
lemmatized_model_8.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.9500948
lemmatized_model_8.model,Görevi ihmal eden kamu görevlisi ceza alır.,Rüşveti kabul eden kamu görevlisi cezalandırılır.,0.9753938
lemmatized_model_8.model,Görevi ihmal eden kamu görevlisi ceza alır.,Kamu alacağını tahsil etmeyen görevli cezalandırılır.,0.9700065
lemmatized_model_8.model,Görevi ihmal eden kamu görevlisi ceza alır.,Görevi kötüye kullanan memura ceza verilir.,0.964435
lemmatized_model_8.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanan zabıta cezalandırılır.,0.9536491
lemmatized_model_8.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Yetkisini kötüye kullanan kamu görevlisi cezalandırılır.,0.95137864
lemmatized_model_8.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanma suçu kapsamındadır.,0.9472267
lemmatized_model_8.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,0.95135427
lemmatized_model_8.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9474417
lemmatized_model_8.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Genel güvenliği kasten tehlikeye sokan kişi cezalandırılır.,0.89883304
lemmatized_model_8.model,Müstehcen yayın yapan kişiye ceza verilir.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9473582
lemmatized_model_8.model,Müstehcen yayın yapan kişiye ceza verilir.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.9463701
lemmatized_model_8.model,Müstehcen yayın yapan kişiye ceza verilir.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9405653
